serialno,sporder,wagp,occp,rac1p,fhisp
2016000187830,1,0,5840,6,0
2016000187830,2,2100,4610,6,0
2016000187830,3,23000,110,6,0
2016000187830,4,0,,6,0
2016000187929,1,175000,2100,6,0
2016000188386,1,100000,1760,1,0
2016000188450,1,0,,1,0
2016000188450,2,0,,1,0
2016000188563,1,0,,1,0
2016000189043,1,200000,710,1,0
2016000189259,1,130000,1020,1,0
2016000189259,2,52000,5700,1,0
2016000189342,1,0,,1,0
2016000189906,1,27000,4720,2,0
2016000189906,2,220,4610,2,0
2016000189906,3,,,2,0
2016000189906,4,,,2,0
2016000189906,5,,,2,0
2016000189906,6,,,2,0
2016000190009,1,0,3060,1,0
2016000190009,2,120000,3060,1,0
2016000190367,1,0,,6,1
2016000190367,2,0,5800,6,1
2016000190367,3,60000,7200,6,1
2016000190871,1,87000,2310,1,0
2016000190871,2,75000,2320,6,0
2016000190871,3,,,9,0
2016000190871,4,,,9,0
2016000190919,1,80000,2600,1,0
2016000190919,2,49000,2910,1,0
2016000190919,3,78000,430,1,0
2016000190919,4,930,3245,1,0
2016000190919,5,60000,2310,1,0
2016000190919,6,100000,50,6,0
2016000191088,1,0,,6,0
2016000191234,1,0,,1,0
2016000191830,1,43000,9130,8,0
2016000191830,2,0,,1,0
2016000192835,1,130000,1020,1,0
2016000192865,1,940,4030,1,0
2016000192965,1,0,,1,0
2016000193769,1,27700,2540,8,0
2016000193769,2,27600,2540,8,0
2016000193803,1,62000,6260,6,0
2016000193803,2,0,4600,6,0
2016000193803,3,0,6260,6,0
2016000193803,4,65000,4230,6,0
2016000194424,1,504000,1020,1,0
2016000194424,2,107000,1800,1,0
2016000194587,1,135000,1020,1,0
2016000194587,2,52000,5700,1,0
2016000194726,1,0,,1,0
2016000195144,1,0,,6,0
2016000195144,2,21600,4220,6,0
2016000195144,3,0,,6,0
2016000195144,4,48000,3500,6,0
2016000195144,5,0,5620,6,0
2016000195245,1,9400,3930,9,0
2016000195245,2,90000,3930,9,0
2016000195630,1,0,,6,0
2016000195760,1,165000,430,1,0
2016000196045,1,72000,20,6,0
2016000196045,2,55000,20,1,0
2016000196350,1,135000,1020,6,0
2016000196397,1,23000,4640,1,0
2016000196397,2,7200,4060,1,0
2016000196397,3,0,,9,0
2016000197219,1,200000,10,6,0
2016000197219,2,50000,840,6,0
2016000197219,3,0,,6,0
2016000197219,4,,,6,0
2016000197271,1,0,800,1,0
2016000198020,1,0,2750,1,0
2016000198020,2,110000,4710,1,0
2016000198020,3,37000,9620,1,0
2016000198401,1,5700,8800,6,0
2016000199912,1,60000,100,1,0
2016000200020,1,220000,1320,6,0
2016000200020,2,0,,6,0
2016000200020,3,15000,1060,6,0
2016000200177,1,100000,2100,1,0
2016000200750,1,0,,1,0
2016000201129,1,0,2310,1,0
2016000201129,2,0,220,1,0
2016000201129,3,0,,1,0
2016000201129,4,3000,2040,1,0
2016000201129,5,38000,5620,1,0
2016000201257,1,24700,4610,1,0
2016000201257,2,11000,4610,1,0
2016000201290,1,0,,6,0
2016000201929,1,73000,50,8,0
2016000201929,2,23300,1107,8,0
2016000202136,1,0,4110,6,0
2016000202136,2,0,,6,0
2016000202136,3,,,6,0
2016000202390,1,60000,800,1,0
2016000202810,1,0,4700,9,0
2016000202810,2,36000,2630,9,0
2016000202810,3,90000,3010,9,0
2016000202810,4,0,1050,9,0
2016000203344,1,0,9920,8,0
2016000203717,1,110000,3540,6,0
2016000204260,1,0,430,9,0
2016000204260,2,84000,9120,1,0
2016000204353,1,0,,1,0
2016000204380,1,125000,3255,1,0
2016000204380,2,120000,1530,1,0
2016000204380,3,,,1,0
2016000204855,1,10000,5000,1,0
2016000206122,1,50000,800,1,0
2016000206122,2,2000,3120,1,0
2016000206505,1,0,,1,0
2016000207044,1,0,,6,0
2016000207044,2,7300,4610,6,0
2016000207044,3,0,4600,6,0
2016000207997,1,16000,4220,8,0
2016000207997,2,0,2630,8,0
2016000207997,3,1400,3930,8,0
2016000208182,1,0,,1,0
2016000209185,1,0,,9,1
2016000209199,1,18000,2200,1,0
2016000209199,2,60000,2145,6,0
2016000209207,1,200000,120,6,0
2016000209327,1,75000,2430,6,0
2016000209670,1,1000,4720,9,0
2016000209839,1,250000,120,1,0
2016000209839,2,120000,4800,1,0
2016000211917,1,97000,50,1,0
2016000211973,1,0,4920,6,0
2016000211973,2,180000,3060,6,0
2016000211973,3,,,6,0
2016000212389,1,2000,9620,2,0
2016000212389,2,,,2,0
2016000213196,1,0,,1,0
2016000213196,2,0,,1,0
2016000213907,1,22000,800,6,0
2016000213907,2,0,,6,0
2016000213907,3,150000,7810,6,0
2016000213907,4,7200,4520,6,0
2016000214481,1,100000,1020,1,0
2016000215112,1,85000,4700,1,0
2016000215217,1,0,,1,0
2016000215621,1,21000,20,1,0
2016000215621,2,60000,2310,1,0
2016000215621,3,,,1,0
2016000215677,1,60000,1010,9,0
2016000215677,2,90000,3060,1,0
2016000215856,1,15000,50,6,0
2016000217058,1,0,,6,0
2016000217058,2,0,,6,0
2016000217058,3,30000,3500,6,1
2016000217058,4,18300,1006,6,0
2016000217058,5,12000,4250,6,0
2016000217058,6,1900,4140,6,0
2016000217383,1,200000,4220,2,0
2016000217383,2,105000,3255,2,0
2016000217383,3,9100,3645,2,0
2016000217383,4,0,,2,0
2016000217397,1,97000,430,1,0
2016000217467,1,504000,3060,1,0
2016000217467,2,504000,2100,9,0
2016000217467,3,,,9,0
2016000217542,1,150000,120,6,0
2016000217542,2,0,4110,1,0
2016000217992,1,34800,1610,1,0
2016000217992,2,100000,1240,1,0
2016000218159,1,0,850,1,0
2016000218980,1,19000,4760,6,1
2016000218980,2,0,5000,6,1
2016000219422,1,60000,2200,6,0
2016000219422,2,55000,4700,1,0
2016000219708,1,0,3649,8,0
2016000219708,2,0,,8,0
2016000219708,3,0,,8,0
2016000219708,4,,,8,0
2016000220280,1,0,120,1,0
2016000220280,2,80000,2100,1,0
2016000220280,3,,,6,0
2016000220351,1,57000,3510,6,0
2016000220641,1,0,,6,0
2016000220641,2,0,,6,0
2016000221220,1,85000,1020,6,0
2016000221220,2,0,1050,1,0
2016000221287,1,60000,50,6,0
2016000221287,2,95000,565,6,0
2016000221287,3,,,6,0
2016000221287,4,,,6,0
2016000221313,1,150000,2100,1,0
2016000221467,1,140000,1006,1,0
2016000221467,2,180000,430,1,0
2016000221467,3,0,350,1,0
2016000222057,1,0,9920,1,0
2016000222139,1,10000,4350,1,0
2016000222145,1,0,,6,0
2016000222145,2,0,,6,0
2016000222331,1,18000,340,1,0
2016000222331,2,50000,2040,1,0
2016000222331,3,15000,4600,1,0
2016000222331,4,13000,5240,1,0
2016000222602,1,0,7010,9,0
2016000222763,1,0,430,1,0
2016000222917,1,0,,6,0
2016000222917,2,0,,6,0
2016000223403,1,16000,3260,1,0
2016000223403,2,200000,120,1,0
2016000223403,3,,,1,0
2016000223618,1,0,,1,0
2016000223759,1,0,,6,0
2016000224144,1,100000,800,1,0
2016000224144,2,5000,800,6,0
2016000224144,3,,,1,0
2016000224363,1,240000,4700,1,0
2016000224363,2,0,800,1,0
2016000224718,1,120000,1020,1,0
2016000224718,2,100000,800,6,0
2016000226078,1,0,4350,6,0
2016000226078,2,2500,5860,9,0
2016000226107,1,10100,530,1,0
2016000226107,2,0,,6,0
2016000226107,3,7000,4760,1,0
2016000226414,1,0,,1,0
2016000226749,1,0,,1,0
2016000226749,2,0,,1,0
2016000227368,1,0,4600,8,0
2016000227368,2,0,,9,0
2016000227368,3,,,8,0
2016000227368,4,,,8,0
2016000227368,5,0,,8,0
2016000227389,1,0,6230,6,0
2016000227389,2,67000,3600,6,0
2016000227389,3,7200,5240,6,0
2016000227986,1,0,710,1,0
2016000228240,1,32000,9150,6,1
2016000228240,2,0,2340,6,1
2016000228240,3,0,,6,1
2016000228240,4,0,,6,1
2016000228240,5,0,,6,1
2016000228240,6,0,5260,6,1
2016000228240,7,0,,6,1
2016000228402,1,175000,10,1,0
2016000228402,2,100000,420,1,0
2016000228659,1,130000,5820,6,0
2016000228659,2,130000,3300,6,0
2016000228659,3,,,6,0
2016000228659,4,,,6,0
2016000229107,1,0,800,1,0
2016000229991,1,35000,2040,2,0
2016000230263,1,40000,4230,6,0
2016000230263,2,0,,6,0
2016000230263,3,15000,4760,6,0
2016000230263,4,4700,4030,6,0
2016000230781,1,20800,8965,6,0
2016000230781,2,24000,9620,6,0
2016000230781,3,0,,6,0
2016000230781,4,,,6,0
2016000231030,1,0,,8,0
2016000231030,2,111000,3930,8,0
2016000231030,3,27000,4760,8,0
2016000231030,4,0,,8,0
2016000231106,1,0,4230,8,0
2016000231106,2,25000,4020,8,0
2016000231106,3,,,8,0
2016000231106,4,0,4230,8,0
2016000231572,1,30000,9130,6,0
2016000231572,2,26900,4230,6,0
2016000231572,3,15900,3930,6,0
2016000231572,4,2500,5240,6,0
2016000231572,5,0,,6,0
2016000232365,1,45000,8320,9,0
2016000232365,2,0,4510,9,0
2016000232539,1,20000,5400,2,0
2016000232931,1,135000,1020,1,0
2016000232931,2,37000,4800,1,0
2016000232941,1,80000,2830,1,0
2016000232941,2,26000,9140,1,0
2016000232941,3,0,,1,0
2016000232941,4,0,,2,0
2016000233194,1,0,,9,0
2016000233194,2,19000,4900,9,0
2016000233194,3,30000,5630,9,0
2016000233579,1,0,,2,0
2016000233899,1,102000,430,9,0
2016000234217,1,0,,6,0
2016000234455,1,100000,1020,1,0
2016000234455,2,0,4900,1,0
2016000234722,1,0,,1,0
2016000234722,2,0,,1,0
2016000235026,1,80000,7340,6,0
2016000235026,2,3000,7800,6,0
2016000235026,3,,,6,0
2016000235026,4,,,6,0
2016000235026,5,0,,6,0
2016000235258,1,504000,1300,1,0
2016000235258,2,115000,1360,6,0
2016000235734,1,0,2200,1,0
2016000235734,2,65000,150,1,0
2016000235913,1,85000,860,1,0
2016000235913,2,504000,4820,1,0
2016000236910,1,167000,5600,6,0
2016000236910,2,60000,230,6,0
2016000237518,1,27000,4610,1,0
2016000237648,1,0,,1,0
2016000237898,1,35000,2016,2,0
2016000237898,2,,,2,0
2016000237898,3,,,2,0
2016000238035,1,120000,50,6,0
2016000238035,2,130000,1020,6,0
2016000238035,3,,,6,0
2016000238035,4,,,6,0
2016000238035,5,0,,6,0
2016000238035,6,0,,6,0
2016000238236,1,0,,6,0
2016000238306,1,39000,5820,6,0
2016000238306,2,42000,7700,1,0
2016000238733,1,90000,5000,6,0
2016000238733,2,75000,5140,6,0
2016000238733,3,,,6,0
2016000238932,1,55000,2630,1,0
2016000238932,2,62000,4700,1,0
2016000239639,1,0,,1,0
2016000239962,1,112000,1106,1,0
2016000241211,1,24000,4230,8,0
2016000241211,2,24000,710,8,0
2016000241211,3,20600,4020,8,0
2016000241623,1,0,,2,0
2016000241847,1,69000,1007,1,0
2016000242254,1,0,,1,0
2016000242254,2,0,,1,0
2016000243786,1,185000,10,1,0
2016000243786,2,135000,735,1,0
2016000243786,3,240,4030,9,0
2016000243882,1,180000,850,6,0
2016000243882,2,235000,1006,1,0
2016000244099,1,165000,800,1,0
2016000244099,2,140000,120,1,0
2016000244482,1,55000,4250,2,0
2016000245456,1,40000,50,1,0
2016000245456,2,102000,430,1,0
2016000245456,3,30000,2100,1,0
2016000245950,1,0,4250,1,0
2016000246375,1,60000,410,1,0
2016000246375,2,100000,50,1,0
2016000247369,1,0,5610,1,0
2016000247616,1,0,,6,0
2016000248243,1,0,,6,0
2016000248393,1,252000,10,1,0
2016000248393,2,0,10,1,0
2016000248616,1,0,,1,0
2016000248616,2,80000,430,1,0
2016000248780,1,10000,3245,1,0
2016000248780,2,50000,1820,1,0
2016000248780,3,,,1,0
2016000250254,1,100000,1020,1,0
2016000250254,2,60000,1020,1,0
2016000250254,3,14000,1020,6,0
2016000250336,1,15400,3255,2,1
2016000250336,2,0,,2,1
2016000250336,3,1200,4610,2,1
2016000250336,4,,,2,1
2016000250593,1,90000,1020,6,0
2016000250593,2,90000,1005,8,0
2016000250987,1,15000,4950,9,0
2016000251249,1,18000,3630,6,0
2016000251249,2,20000,3630,6,0
2016000251499,1,70000,2630,1,0
2016000251754,1,87000,1360,1,0
2016000251754,2,106000,1360,1,0
2016000252005,1,0,2850,1,0
2016000252005,2,0,,1,0
2016000252162,1,80000,2630,1,0
2016000252167,1,90000,5940,1,0
2016000252458,1,0,9920,8,0
2016000252458,2,18000,4010,8,0
2016000252458,3,,,8,0
2016000253087,1,50000,3630,6,0
2016000253087,2,38000,8320,6,0
2016000253087,3,2000,2330,6,0
2016000253087,4,0,4600,6,0
2016000253087,5,0,,6,0
2016000253087,6,20000,4230,6,0
2016000253087,7,0,,6,0
2016000253087,8,0,,6,0
2016000253087,9,0,,6,0
2016000253087,10,13000,9610,6,0
2016000253087,11,,,6,0
2016000253087,12,4500,5400,6,0
2016000253087,13,0,,6,0
2016000253109,1,0,,1,0
2016000253543,1,49700,5620,6,0
2016000253543,2,0,,6,0
2016000253543,3,0,,6,0
2016000254108,1,56000,3930,1,0
2016000254602,1,120000,220,1,0
2016000254602,2,120000,430,6,0
2016000255483,1,0,,6,0
2016000255483,2,0,7800,6,1
2016000255812,1,0,,1,0
2016000255988,1,0,,6,0
2016000256276,1,0,4230,8,0
2016000256276,2,11000,9620,8,0
2016000256276,3,0,,8,0
2016000256276,4,,,8,0
2016000256276,5,,,8,0
2016000256607,1,68000,5240,1,0
2016000256607,2,8000,2720,1,0
2016000256607,3,38000,4000,1,0
2016000256785,1,0,,8,0
2016000256785,2,37500,2145,8,0
2016000256831,1,45000,4220,6,0
2016000256831,2,55000,9610,6,0
2016000256831,3,,,6,0
2016000256831,4,,,6,0
2016000256831,5,0,,6,0
2016000256831,6,0,,6,0
2016000256839,1,165000,2630,1,0
2016000257276,1,0,,1,0
2016000257342,1,140000,3255,1,0
2016000257342,2,100000,4800,1,0
2016000257836,1,120000,3255,1,0
2016000257836,2,115000,150,1,0
2016000257836,3,75000,5240,1,0
2016000258086,1,143000,2630,9,0
2016000258130,1,120000,3258,1,0
2016000258130,2,0,220,1,0
2016000259087,1,0,,2,0
2016000259497,1,150000,2100,1,0
2016000259497,2,0,2720,6,0
2016000259581,1,0,4840,1,0
2016000259750,1,90000,4710,6,0
2016000259750,2,109000,1030,1,0
2016000259900,1,0,4510,1,0
2016000260089,1,150000,430,1,0
2016000260089,2,75000,5940,1,0
2016000260089,3,100000,2825,1,0
2016000260547,1,190000,5120,1,0
2016000260547,2,17100,4110,1,0
2016000260547,3,50000,430,1,0
2016000260698,1,0,2440,1,0
2016000261443,1,200000,1410,1,0
2016000261443,2,0,800,1,0
2016000262460,1,0,,6,0
2016000262460,2,0,,6,0
2016000262699,1,1000,2340,6,0
2016000262699,2,50000,5700,6,0
2016000262699,3,250000,2100,6,0
2016000262699,4,,,9,0
2016000263228,1,0,6765,1,0
2016000263228,2,25000,4760,1,1
2016000263228,3,10000,9130,1,0
2016000263228,4,,,1,0
2016000263228,5,80000,3255,1,1
2016000263228,6,23900,4000,1,0
2016000263228,7,20000,9620,1,1
2016000264108,1,60000,1360,1,0
2016000264108,2,40000,3160,6,0
2016000264707,1,21000,4760,6,0
2016000264707,2,12000,4110,9,0
2016000264717,1,0,,6,0
2016000264868,1,30000,5240,1,0
2016000264868,2,63000,2850,1,0
2016000264868,3,42500,4700,9,0
2016000265637,1,30000,4220,1,0
2016000265637,2,0,4230,1,0
2016000265637,3,,,1,0
2016000265637,4,0,,1,0
2016000265637,5,30500,6230,1,0
2016000265637,6,,,1,0
2016000265671,1,90000,430,1,0
2016000265671,2,35000,9130,1,0
2016000266130,1,90000,2630,6,0
2016000266162,1,138000,120,6,0
2016000266162,2,43000,5700,6,0
2016000266236,1,0,,9,0
2016000266530,1,40000,6440,1,0
2016000266563,1,0,,1,1
2016000266563,2,0,2630,1,1
2016000266598,1,45000,4110,1,0
2016000266745,1,870,2310,1,0
2016000266745,2,0,2010,1,0
2016000266745,3,0,,1,0
2016000267042,1,100000,1010,1,0
2016000267042,2,0,1820,1,0
2016000267042,3,,,1,0
2016000267042,4,,,1,0
2016000267351,1,0,,6,0
2016000267736,1,0,630,1,0
2016000267736,2,130,430,1,0
2016000267736,3,0,,1,0
2016000269155,1,0,,2,0
2016000269264,1,57000,20,1,0
2016000269264,2,34000,4840,8,0
2016000270195,1,0,4920,6,0
2016000270237,1,82000,3645,6,0
2016000270237,2,,,6,0
2016000270237,3,0,,6,0
2016000270237,4,0,,6,0
2016000270237,5,,,6,0
2016000270237,6,30000,5620,6,0
2016000270237,7,0,,6,0
2016000270538,1,0,,1,0
2016000270748,1,30000,120,1,0
2016000271506,1,190000,1530,1,0
2016000271506,2,77000,2310,1,0
2016000271820,1,36000,9140,6,0
2016000271973,1,24000,4120,6,0
2016000271973,2,150000,4610,6,0
2016000271973,3,,,6,0
2016000271973,4,,,6,0
2016000273305,1,0,,6,0
2016000273305,2,0,7720,6,0
2016000273305,3,65000,800,6,0
2016000273305,4,80000,1965,6,0
2016000273772,1,72000,430,1,0
2016000273772,2,110000,1760,1,0
2016000274052,1,0,,6,0
2016000274110,1,0,,1,0
2016000274286,1,8400,4720,6,0
2016000274286,2,40000,4020,1,0
2016000274286,3,,,6,0
2016000274286,4,,,6,0
2016000274286,5,,,6,0
2016000274286,6,0,,6,0
2016000274401,1,0,,6,0
2016000274509,1,4200,430,1,0
2016000274509,2,225000,735,1,0
2016000274509,3,2700,4220,1,0
2016000274509,4,,,1,0
2016000274600,1,130000,120,6,0
2016000274614,1,504000,3060,1,0
2016000274614,2,270000,3060,6,0
2016000274614,3,,,9,0
2016000274614,4,,,9,0
2016000274771,1,45000,4250,8,0
2016000274771,2,0,4600,8,0
2016000274771,3,31000,1560,8,0
2016000274771,4,40000,4220,8,0
2016000275409,1,2000,5810,1,0
2016000275432,1,11000,9130,2,0
2016000275642,1,0,,6,0
2016000275642,2,0,,6,0
2016000275642,3,30000,4040,6,0
2016000275662,1,124000,1060,6,0
2016000275730,1,100000,840,1,0
2016000275730,2,96000,50,1,0
2016000275813,1,20000,2630,6,0
2016000275813,2,0,,6,0
2016000276279,1,7300,3930,1,0
2016000276279,2,0,,1,0
2016000276537,1,0,,1,0
2016000276672,1,36000,6260,6,0
2016000276672,2,0,9920,6,0
2016000276672,3,43000,800,6,0
2016000276672,4,60000,940,6,0
2016000276672,5,0,430,6,0
2016000276672,6,84000,6260,6,0
2016000276672,7,30000,4610,6,0
2016000277229,1,504000,4810,6,0
2016000277229,2,30000,6260,6,0
2016000277229,3,,,6,0
2016000277229,4,,,6,0
2016000277229,5,,,6,0
2016000277229,6,0,,6,0
2016000277229,7,0,4110,6,0
2016000277229,8,20000,4000,6,0
2016000277229,9,15200,4610,6,0
2016000277318,1,37000,5600,1,0
2016000277372,1,60000,725,1,0
2016000277372,2,37000,9620,1,0
2016000277443,1,85000,7220,6,0
2016000277443,2,95000,7220,6,0
2016000277443,3,90000,4030,6,0
2016000277443,4,0,4030,6,0
2016000278138,1,0,,8,0
2016000278138,2,0,,1,0
2016000278138,3,,,1,0
2016000278138,4,,,1,0
2016000278138,5,61000,1030,1,0
2016000278138,6,107000,1800,9,0
2016000278787,1,40000,5860,6,0
2016000278787,2,60000,3500,6,1
2016000279462,1,504000,4820,1,0
2016000279462,2,504000,840,1,0
2016000279462,3,,,1,0
2016000279571,1,135000,1020,6,0
2016000279571,2,28000,6440,1,0
2016000279571,3,52000,700,1,1
2016000279959,1,0,,1,0
2016000279959,2,21000,4850,6,0
2016000279959,3,,,1,0
2016000280340,1,134000,3255,6,0
2016000280340,2,0,4760,6,0
2016000280340,3,30000,3010,6,0
2016000280340,4,0,,6,0
2016000280340,5,32000,3255,6,0
2016000280456,1,0,4610,1,0
2016000282038,1,58000,1006,6,0
2016000282038,2,20000,310,1,0
2016000282640,1,40000,420,1,0
2016000282640,2,142000,2100,6,0
2016000282640,3,,,9,0
2016000282716,1,0,,6,1
2016000282716,2,0,,6,1
2016000282928,1,55000,2310,1,0
2016000282928,2,85000,1060,1,0
2016000282949,1,7800,1020,6,0
2016000282949,2,115000,1020,8,0
2016000282949,3,40000,1720,1,0
2016000283032,1,90000,1760,6,0
2016000283861,1,0,,1,0
2016000283939,1,275000,4850,1,0
2016000283939,2,0,1050,1,0
2016000283939,3,,,1,0
2016000283939,4,,,1,0
2016000285141,1,0,5700,2,0
2016000285245,1,25000,9130,8,0
2016000285245,2,13000,4230,8,0
2016000285245,3,0,,8,0
2016000285245,4,,,8,0
2016000285702,1,0,4510,1,0
2016000285702,2,108000,430,1,0
2016000285742,1,105000,1030,1,0
2016000285742,2,140000,4710,1,0
2016000285742,3,,,1,0
2016000286064,1,53000,120,6,0
2016000286064,2,24000,4110,6,0
2016000286064,3,0,1965,6,0
2016000286064,4,0,,6,0
2016000286064,5,80000,800,6,0
2016000286237,1,0,230,1,0
2016000286237,2,0,5240,1,0
2016000286254,1,0,,6,0
2016000286254,2,0,,6,1
2016000286254,3,73000,5700,6,1
2016000286254,4,42000,2200,6,1
2016000287146,1,175000,4840,1,0
2016000287146,2,150000,430,1,0
2016000287146,3,,,1,0
2016000287146,4,,,1,0
2016000287818,1,45000,630,1,0
2016000287818,2,30000,3930,1,0
2016000288486,1,0,,1,0
2016000288719,1,48000,2200,1,0
2016000288719,2,90000,1430,1,0
2016000288719,3,110000,420,1,0
2016000288719,4,100000,1530,1,0
2016000288719,5,2000,2540,6,0
2016000289295,1,0,,1,0
2016000289295,2,0,220,1,0
2016000289295,3,,,1,0
2016000290238,1,0,,1,0
2016000290608,1,37000,8300,6,0
2016000290608,2,23000,9620,6,0
2016000290608,3,25200,4230,6,0
2016000290854,1,45000,2310,1,0
2016000291181,1,0,2840,1,0
2016000291195,1,0,,6,0
2016000291195,2,0,,6,0
2016000291195,3,42000,2200,6,0
2016000291243,1,0,2630,1,0
2016000291243,2,0,4720,1,0
2016000291394,1,0,,1,0
2016000291495,1,39300,1760,1,0
2016000291495,2,14000,1760,1,0
2016000291757,1,120000,430,1,0
2016000291757,2,120000,735,1,0
2016000292104,1,35000,4140,6,0
2016000292104,2,0,6260,6,0
2016000292104,3,50000,1910,6,0
2016000292104,4,0,,6,0
2016000292453,1,100000,2600,6,0
2016000292841,1,35000,9140,6,0
2016000292841,2,0,,6,0
2016000292841,3,,,6,0
2016000292841,4,,,6,0
2016000292841,5,25200,4230,6,1
2016000292841,6,0,,6,1
2016000292841,7,25000,2000,6,1
2016000292841,8,0,,6,0
2016000293150,1,0,8320,6,0
2016000293257,1,4100,800,1,0
2016000293798,1,73000,50,1,0
2016000294164,1,10500,6600,6,0
2016000294164,2,0,4230,6,0
2016000294164,3,10000,5400,6,0
2016000294793,1,0,5140,6,0
2016000294793,2,25000,3630,6,0
2016000295749,1,80000,20,1,0
2016000295749,2,504000,120,1,0
2016000296707,1,150000,1006,6,0
2016000296707,2,0,4030,6,0
2016000296707,3,37000,4230,6,0
2016000296862,1,504000,3060,1,0
2016000296862,2,27000,1300,1,0
2016000298400,1,45000,430,1,0
2016000298400,2,60000,5240,1,0
2016000299415,1,40000,2100,9,0
2016000299415,2,0,3646,1,0
2016000299415,3,0,4420,9,0
2016000299586,1,10000,3010,6,0
2016000299586,2,0,,6,0
2016000299586,3,0,3258,6,0
2016000301400,1,0,,1,0
2016000301400,2,0,,1,0
2016000301942,1,100000,1360,1,0
2016000301942,2,180000,50,1,0
2016000301950,1,105000,2010,1,0
2016000301950,2,100000,6200,1,0
2016000301950,3,,,1,0
2016000301950,4,,,1,0
2016000302692,1,120000,4810,1,0
2016000302692,2,120000,50,1,0
2016000302692,3,,,1,0
2016000302692,4,,,1,0
2016000304820,1,110000,2810,1,0
2016000305790,1,0,4710,1,0
2016000305790,2,0,2000,1,0
2016000305790,3,,,1,0
2016000306549,1,110000,2630,1,0
2016000306549,2,85000,4510,1,0
2016000307360,1,75000,2850,1,0
2016000307360,2,0,6420,1,0
2016000307360,3,,,1,0
2016000307360,4,,,1,0
2016000308809,1,150000,430,1,0
2016000308809,2,130000,2100,1,0
2016000309254,1,0,2100,9,0
2016000309254,2,0,,6,0
2016000309367,1,45000,725,6,0
2016000309367,2,115000,710,1,0
2016000309367,3,,,9,0
2016000309402,1,105000,1410,6,0
2016000309402,2,85000,1360,1,0
2016000310498,1,80000,1820,1,0
2016000310626,1,180000,1460,1,0
2016000310775,1,140000,10,1,0
2016000311580,1,130000,1030,1,0
2016000311580,2,75000,2630,1,0
2016000311580,3,,,1,0
2016000311580,4,,,1,0
2016000312453,1,90000,840,1,0
2016000312461,1,25700,2340,1,0
2016000313171,1,0,,1,0
2016000313298,1,504000,3060,1,0
2016000313298,2,100000,1020,6,0
2016000313298,3,,,9,0
2016000313819,1,0,800,1,1
2016000313998,1,504000,1020,1,0
2016000313998,2,0,5240,2,0
2016000315356,1,0,4920,1,0
2016000315629,1,3500,2310,1,0
2016000315658,1,152000,4710,6,0
2016000315658,2,245000,50,6,0
2016000316249,1,0,9920,1,0
2016000316530,1,40000,420,6,0
2016000316530,2,30000,2630,6,0
2016000316530,3,50000,4840,6,0
2016000316530,4,35000,2025,2,0
2016000316634,1,65000,1107,1,0
2016000316634,2,,,1,0
2016000316856,1,30000,5630,1,0
2016000316856,2,90000,6660,1,0
2016000316856,3,0,,1,0
2016000316856,4,0,5700,1,0
2016000317546,1,0,,2,0
2016000317902,1,0,5120,1,0
2016000317902,2,0,1050,1,0
2016000319128,1,0,,1,0
2016000320585,1,0,,1,0
2016000321040,1,48000,800,6,0
2016000321066,1,0,,6,0
2016000321066,2,75000,5550,6,0
2016000321066,3,70000,850,6,0
2016000321325,1,50000,4840,6,0
2016000321325,2,77000,2630,1,0
2016000321692,1,0,,6,0
2016000321692,2,3000,4110,6,0
2016000321692,3,0,,6,0
2016000322829,1,4000,4720,8,0
2016000322829,2,0,9920,8,0
2016000322829,3,0,,9,0
2016000322829,4,0,,8,0
2016000322829,5,3600,5320,9,0
2016000323591,1,100000,50,1,0
2016000323591,2,175000,630,1,0
2016000324207,1,140000,3255,1,0
2016000324417,1,100000,6355,6,0
2016000324417,2,40000,4220,6,0
2016000324417,3,0,,6,0
2016000324670,1,12000,4110,6,0
2016000324670,2,41000,800,6,0
2016000325419,1,0,,2,0
2016000325419,2,0,8620,2,0
2016000325448,1,0,,2,0
2016000325448,2,5000,4760,2,0
2016000325551,1,31000,2200,1,0
2016000325551,2,120000,710,1,0
2016000326096,1,120000,2200,8,0
2016000326096,2,0,,1,0
2016000326169,1,0,,6,0
2016000326671,1,3000,2100,1,0
2016000326867,1,12000,9620,6,0
2016000326867,2,60000,5860,6,0
2016000326867,3,0,,6,0
2016000326992,1,0,,1,0
2016000326992,2,0,,1,0
2016000327126,1,106000,20,1,0
2016000327811,1,0,800,6,0
2016000327826,1,0,3010,6,0
2016000327826,2,100000,800,6,0
2016000327830,1,5000,4110,1,0
2016000327835,1,70000,1650,1,0
2016000327835,2,160000,3258,1,0
2016000327835,3,,,1,0
2016000327835,4,,,1,0
2016000327835,5,,,1,0
2016000327929,1,30000,4040,1,0
2016000327929,2,12600,5860,1,0
2016000327929,3,25000,4040,1,0
2016000327929,4,10600,4250,1,0
2016000327962,1,157000,140,1,0
2016000327962,2,135000,1020,1,0
2016000327962,3,,,1,0
2016000328458,1,120000,1020,1,0
2016000328458,2,35000,2200,1,0
2016000329358,1,0,,2,0
2016000330067,1,21000,7750,6,0
2016000330342,1,0,,2,0
2016000330342,2,0,,2,0
2016000330342,3,,,2,0
2016000330436,1,0,,9,0
2016000330531,1,83000,1050,1,0
2016000330531,2,140000,50,6,0
2016000330531,3,160000,2100,6,0
2016000330880,1,0,,6,0
2016000331079,1,11400,4720,1,0
2016000331171,1,0,,6,0
2016000331527,1,504000,110,1,0
