serialno,bld,rntp,ybl
2015000816346,6,1000,3
2015000816751,9,3700,8
2015000817483,9,210,7
2015000818097,4,2100,6
2015000818248,9,480,1
2015000818323,4,2400,1
2015000819664,4,1500,1
2015000819974,5,2300,1
2015000820162,9,3200,7
2015000821087,9,2200,4
2015000821851,9,600,5
2015000822657,8,1200,3
2015000823151,6,2100,1
2015000823603,6,3000,1
2015000824516,6,3700,1
2015000826877,4,2200,1
2015000828514,5,900,1
2015000828777,6,1500,2
2015000829388,5,2300,1
2015000830248,8,1900,1
2015000830992,3,2200,6
2015000831658,8,1500,3
2015000833083,5,1700,1
2015000833867,3,3700,1
2015000833954,5,580,1
2015000834242,2,1200,1
2015000834316,3,600,1
2015000834479,6,1500,1
2015000834823,9,3700,10
2015000834875,8,1600,5
2015000835323,9,780,1
2015000835829,8,740,4
2015000836088,5,3200,1
2015000836312,9,1300,1
2015000836951,6,1000,1
2015000837523,9,210,1
2015000838392,6,1900,1
2015000839217,8,1100,1
2015000839855,5,1100,5
2015000840188,5,2500,1
2015000842894,5,2600,1
2015000843313,9,1300,1
2015000843894,4,930,1
2015000845092,8,850,1
2015000846994,6,2800,3
2015000847030,2,1700,12
2015000849317,4,2100,3
2015000851153,4,2500,2
2015000851200,6,1400,1
2015000851639,9,2500,7
2015000851766,4,3700,1
2015000852867,9,430,6
2015000854180,6,2800,1
2015000854239,9,1100,1
2015000855308,8,380,1
2015000856559,9,2900,4
2015000857111,8,1900,5
2015000857258,3,1400,1
2015000857862,2,800,2
2015000858974,8,650,1
2015000859423,9,820,4
2015000862305,5,1100,5
2015000862842,3,2000,1
2015000863402,2,680,3
2015000863453,6,2900,6
2015000863888,9,2100,2
2015000865757,9,2100,1
2015000865899,6,2500,4
2015000866172,9,800,1
2015000866454,3,1800,2
2015000867791,3,2600,3
2015000868201,5,2200,1
2015000869664,4,2100,1
2015000871464,5,3700,2
2015000872072,8,1400,3
2015000874377,9,2500,14
2015000876068,3,1800,4
2015000876432,9,2700,6
2015000877384,4,1900,7
2015000878029,2,1800,1
2015000878078,6,2800,7
2015000878393,5,2500,1
2015000878899,6,2200,3
2015000879534,4,1400,1
2015000881024,5,900,3
2015000881793,9,2200,4
2015000883981,9,990,3
2015000884024,9,300,7
2015000886237,9,3300,8
2015000886727,4,2300,6
2015000887067,8,650,1
2015000887408,9,400,1
2015000888697,6,2200,3
2015000888801,9,700,1
2015000889768,9,2800,9
2015000890963,5,3700,4
2015000891033,8,2000,4
2015000891767,4,3000,1
2015000892930,6,1400,7
2015000892968,6,960,1
2015000893115,2,2000,2
2015000893751,5,400,5
2015000893823,4,2600,3
2015000895855,5,1200,1
2015000896128,9,3000,8
2015000896932,8,2800,6
2015000897583,4,3700,1
2015000897895,8,1400,5
2015000900062,9,1200,1
2015000900599,9,360,16
2015000900755,8,2000,1
2015000902357,8,2400,1
2015000903343,5,3100,1
2015000903821,4,2900,6
2015000903886,8,800,1
2015000904483,8,1300,1
2015000905754,9,1100,5
2015000905770,3,1200,4
2015000906041,2,600,2
2015000906631,9,1300,4
2015000908232,4,2700,1
2015000909363,5,2100,1
2015000910121,9,320,1
2015000911538,9,3700,6
2015000911598,6,230,5
2015000912991,6,1500,1
2015000913662,9,3300,13
2015000915003,9,970,1
2015000915517,3,3700,1
2015000916696,6,1200,1
2015000918887,8,2800,5
2015000919640,3,2100,5
2015000919996,9,460,4
2015000920842,9,2200,7
2015000921657,5,700,5
2015000923036,8,1800,1
2015000923207,4,530,1
2015000923479,6,800,5
2015000925340,9,220,3
2015000930044,8,900,1
2015000930358,8,2400,1
2015000930999,9,2400,4
2015000933737,9,900,9
2015000933745,4,1400,4
2015000934193,3,1700,1
2015000934539,8,1200,1
2015000935065,9,1100,5
2015000935210,9,3700,2
2015000936225,5,990,3
2015000937413,6,2800,7
2015000938597,4,1300,1
2015000938812,5,1800,1
2015000940634,9,870,4
2015000941509,6,2000,5
2015000941875,9,3000,11
2015000945630,2,2800,1
2015000946814,6,1000,1
2015000947567,2,1500,6
2015000947913,5,710,1
2015000949108,9,430,3
2015000950005,4,2900,1
2015000950473,3,1800,1
2015000951260,9,1400,4
2015000952161,6,2500,3
2015000953092,6,1600,4
2015000953174,9,320,7
2015000953620,9,230,12
2015000954211,5,890,1
2015000955581,9,320,1
2015000956316,8,3300,1
2015000956570,5,700,7
2015000957113,9,3200,3
2015000957819,8,2700,1
2015000960423,9,700,1
2015000960439,5,1500,1
2015000960459,9,750,18
2015000963068,3,1500,4
2015000963311,4,3000,1
2015000964252,6,1500,4
2015000964413,6,3700,1
2015000966188,9,1900,6
2015000966939,6,2000,1
2015000967199,8,1300,12
2015000968688,4,2700,1
2015000970038,5,3700,6
2015000970091,5,1600,1
2015000970279,5,930,2
2015000971627,9,370,1
2015000972356,5,2300,1
2015000972361,4,1900,5
2015000972658,4,2200,1
2015000973164,6,1400,3
2015000974017,8,1800,1
2015000974036,6,270,7
2015000975801,8,540,1
2015000976636,5,940,1
2015000977469,3,3700,4
2015000979067,5,2400,6
2015000982226,6,1300,6
2015000982428,8,780,4
2015000982611,5,1500,1
2015000982832,2,1500,6
2015000983492,2,2200,4
2015000983573,3,3700,4
2015000983753,9,250,5
2015000983945,5,740,1
2015000987741,8,700,1
2015000988320,3,1200,3
2015000990782,6,1900,2
2015000991911,6,2900,1
2015000992564,6,700,1
2015000992969,9,220,9
2015000995625,4,2900,5
2015000995713,9,1200,3
2015000995921,2,600,1
2015000998356,9,2500,6
2015000999160,9,250,9
2015000999394,3,2200,3
2015001001002,8,2500,5
2015001002095,3,1100,1
2015001002654,9,2400,16
2015001003608,3,750,1
2015001003759,5,1100,4
2015001004060,4,1000,1
2015001004523,9,3000,3
2015001004982,5,1700,1
2015001009334,8,1600,1
2015001010020,6,2700,7
2015001010117,8,920,1
2015001010452,4,2900,1
2015001010650,4,270,5
2015001011795,6,1600,5
2015001012388,5,2100,5
2015001012551,9,1200,2
2015001013178,9,3000,5
2015001015198,3,2600,1
2015001015846,9,330,5
2015001017714,5,740,1
2015001018132,5,340,5
2015001020633,2,2600,1
2015001021444,9,2900,9
2015001022009,5,920,1
2015001022878,4,1100,1
2015001022924,5,1300,1
2015001023720,4,1400,2
2015001024667,4,770,11
2015001025106,9,1100,1
2015001025495,6,760,1
2015001026415,6,1300,5
2015001026588,8,290,1
2015001027455,5,3700,1
2015001027550,9,1000,4
2015001028910,6,2200,5
2015001030374,9,590,9
2015001032905,5,2600,1
2015001033832,2,400,1
2015001034534,5,2500,4
2015001037251,8,540,1
2015001038245,3,1200,2
2015001038432,3,2600,2
2015001039140,8,240,1
2015001039326,5,2300,5
2015001040466,6,2200,2
2015001040949,4,2400,1
2015001042864,6,2200,1
2015001043324,2,3700,4
2015001043666,6,2800,1
2015001045323,9,3200,7
2015001046146,9,3000,1
2015001046669,9,180,4
2015001047215,9,1100,5
2015001048446,8,980,1
2015001048676,6,1100,1
2015001049355,8,1900,1
2015001049858,4,3700,3
2015001051025,5,1400,5
2015001051747,6,1800,4
2015001052019,8,1800,4
2015001052783,8,1600,1
2015001053373,5,1700,1
2015001053945,6,2000,5
2015001054529,6,800,1
2015001055624,5,3700,2
2015001057761,9,1700,1
2015001058412,4,2500,2
2015001058516,2,800,1
2015001060270,5,2500,2
2015001060796,8,1100,5
2015001061603,4,2000,1
2015001061688,8,700,1
2015001063344,6,2100,1
2015001064703,5,970,1
2015001066203,3,1500,7
2015001066763,8,3300,4
2015001067045,5,420,3
2015001067700,8,2000,6
2015001069862,5,2400,4
2015001070805,8,1300,1
2015001070920,6,2800,2
2015001071036,2,3400,3
2015001072188,8,1100,1
2015001072385,9,3300,13
2015001072546,4,2900,1
2015001072749,6,1800,4
2015001073433,9,80,6
2015001073782,5,2200,4
2015001073862,9,480,1
2015001074244,6,2900,1
2015001075054,5,2800,1
2015001075290,8,2300,1
2015001075776,4,1200,1
2015001075823,6,1900,3
2015001076918,8,2200,2
2015001078048,4,1100,1
2015001078333,6,3000,3
2015001081130,9,2500,5
2015001082242,2,1300,1
2015001083510,4,3200,12
2015001084392,5,2100,4
2015001085213,2,1300,1
2015001087005,6,2200,5
2015001087739,9,2100,6
2015001087976,9,2000,6
2015001088709,9,2200,5
2015001091784,6,2100,3
2015001092577,4,2600,1
2015001092891,9,640,1
2015001096029,5,1700,8
2015001096767,9,300,1
2015001096958,9,3400,7
2015001098606,6,950,1
2015001099524,2,1100,2
2015001099528,3,1000,1
2015001100093,2,2300,1
2015001100657,6,1900,3
2015001101756,6,2900,1
2015001102158,4,2000,2
2015001102385,6,1700,1
2015001103130,9,220,1
2015001103218,9,2000,5
2015001104535,6,2000,4
2015001107183,6,1100,5
2015001107956,8,2700,1
2015001109475,4,1500,1
2015001110418,8,1000,1
2015001110558,9,1200,6
2015001110931,2,330,1
2015001111225,8,3700,1
2015001114150,6,960,4
2015001116786,2,1700,1
2015001116905,9,1400,1
2015001117089,5,2600,1
2015001119017,5,2300,1
2015001119953,2,1100,2
2015001121265,6,3300,5
2015001124504,8,3700,1
2015001124587,9,260,3
2015001124821,2,400,2
2015001126178,4,2400,3
2015001126460,2,3400,1
2015001128493,6,2600,1
2015001131869,5,1000,6
2015001133057,8,3000,2
2015001133614,5,3700,1
2015001134412,5,2500,1
2015001135125,9,920,7
2015001135953,6,980,1
2015001136966,5,3700,2
2015001137797,5,1600,5
2015001138451,3,3700,1
2015001138721,4,2800,1
2015001141338,8,1600,4
2015001141412,5,2300,4
2015001142642,5,2600,1
2015001142834,9,2900,4
2015001144463,6,1300,3
2015001146095,2,1500,2
2015001147644,6,810,1
2015001148448,8,500,7
2015001148895,5,350,5
2015001148963,2,1000,2
2015001149940,5,3700,5
2015001150437,8,600,8
2015001153108,6,2800,4
2015001153579,6,390,1
2015001153735,5,3400,1
2015001153878,3,3100,1
2015001156451,9,1300,6
2015001157055,8,3000,7
2015001157640,9,260,1
2015001158121,9,3700,6
2015001158437,3,1900,2
2015001158617,3,3300,1
2015001159226,5,1400,1
2015001159330,3,2200,5
2015001159455,4,2300,2
2015001161532,5,500,6
2015001163356,2,2400,3
2015001164478,6,1200,1
2015001164941,3,2600,8
2015001165159,6,500,7
2015001165192,4,2900,3
2015001171799,6,2500,5
2015001171916,5,3300,1
2015001172233,5,1500,1
2015001172541,2,850,6
2015001173234,5,500,3
2015001175109,2,1600,3
2015001175486,6,750,7
2015001177685,6,800,1
2015001178396,6,1500,5
2015001179760,9,1400,6
2015001179873,8,280,2
2015001181387,5,3000,5
2015001182359,5,1200,4
2015001182380,2,1600,1
2015001183437,8,2800,5
2015001185059,3,70,1
2015001185080,2,3000,1
2015001185438,4,1600,2
2015001186798,9,1300,4
2015001187532,4,670,1
2015001189695,4,1600,2
2015001190524,5,1200,3
2015001190837,2,1600,1
2015001192219,2,2000,1
2015001193876,5,1400,5
2015001194177,5,2800,1
2015001194575,8,2500,1
2015001195035,5,3700,3
2015001196922,9,3400,4
2015001196975,9,2500,8
2015001198741,8,860,1
2015001198898,6,3700,4
2015001198972,4,1000,3
2015001201500,4,1400,1
2015001203262,9,2300,7
2015001203540,8,2900,6
2015001204101,2,3300,2
2015001204586,6,1600,2
2015001207476,8,2500,5
2015001207584,9,1300,5
2015001207967,8,1800,12
2015001210413,5,2800,7
2015001211801,2,3700,6
2015001212212,9,2100,9
2015001213108,3,1500,4
2015001213785,5,3700,7
2015001218292,4,2300,1
2015001219919,3,2200,1
2015001220265,9,260,1
2015001222777,4,1900,1
2015001224335,2,3000,1
2015001225880,5,1800,2
2015001227175,5,1100,5
2015001227501,6,2000,1
2015001229888,4,880,5
2015001230171,3,1200,2
2015001231140,5,2000,4
2015001231262,8,610,6
2015001233172,9,250,12
2015001233604,8,1200,8
2015001235882,5,2500,1
2015001235970,5,890,1
2015001236384,9,2500,2
2015001237792,2,1600,1
2015001243514,9,2500,1
2015001244476,3,1200,2
2015001244888,4,3700,1
2015001245254,6,1400,1
2015001245800,9,3700,5
2015001246017,6,1000,4
2015001247577,6,1900,2
2015001247995,5,980,5
2015001252182,3,3700,1
2015001254726,3,1000,4
2015001254846,8,1700,1
2015001254860,9,230,7
2015001256418,3,1900,1
2015001256913,6,2000,1
2015001257113,8,370,1
2015001257341,8,2400,2
2015001257886,6,1800,1
2015001258398,9,1100,5
2015001259063,5,1700,1
2015001260707,9,2400,2
2015001261588,8,810,1
2015001262416,3,1200,2
2015001262553,8,1800,7
2015001263000,8,1200,4
2015001263649,9,3100,7
2015001264165,9,300,12
2015001264277,3,800,1
2015001264795,2,1700,7
2015001265927,5,800,4
2015001266268,3,1500,1
2015001266656,5,1300,1
2015001266696,4,2500,2
2015001269013,6,1500,3
2015001269811,3,2400,2
2015001269849,6,1800,2
2015001271015,8,1900,1
2015001271350,9,270,4
2015001272317,5,2100,1
2015001273424,6,790,6
2015001273781,9,490,1
2015001276878,5,1000,1
2015001278011,6,1600,1
2015001278740,2,2600,3
2015001279354,3,1200,3
2015001280556,6,3700,5
2015001281923,2,2000,4
2015001282334,9,900,2
2015001282381,9,600,7
2015001282540,6,980,1
2015001283703,6,2100,3
2015001284553,8,2200,1
2015001285127,2,1800,1
2015001287236,9,600,7
2015001287776,9,3400,16
2015001288331,6,2300,1
2015001288452,9,3700,8
2015001290164,3,1200,5
2015001290310,8,2500,1
2015001291179,5,1400,3
2015001293376,6,1700,3
2015001294441,6,830,2
2015001295068,6,2400,1
2015001297705,8,640,1
2015001298680,6,500,1
2015001299376,9,3700,8
2015001299715,9,1600,2
2015001300975,5,1300,4
2015001302803,6,3700,1
2015001304100,9,2700,4
2015001305028,6,3000,1
2015001305111,6,2500,7
2015001306059,9,1800,1
2015001306083,9,1100,4
2015001307322,4,3700,1
2015001308798,8,700,1
2015001308800,8,580,1
2015001309738,2,2500,1
2015001309812,8,1600,1
2015001310053,3,2100,2
2015001310640,2,920,6
2015001310820,9,1600,4
2015001311103,8,1100,1
2015001312082,8,1300,1
2015001312720,3,1200,12
2015001313016,6,90,8
2015001313946,2,680,2
2015001318383,6,1800,1
2015001318460,6,620,1
2015001319644,6,830,1
2015001320596,2,1500,1
2015001320881,4,3700,1
2015001322215,6,2100,1
2015001323615,8,2500,3
2015001324655,5,2000,3
2015001324779,5,1600,1
2015001326178,5,3400,1
2015001326781,4,1200,13
2015001326941,2,1700,7
2015001327062,5,1800,3
2015001327071,9,210,1
2015001327563,9,2400,7
2015001329029,9,820,6
2015001330138,5,3700,5
2015001331010,8,2300,1
2015001331090,5,3000,4
2015001331259,8,1200,1
2015001333516,9,930,16
2015001335243,6,1100,4
2015001337030,8,3700,1
2015001338218,3,1000,1
2015001340111,9,1500,3
2015001340604,6,1100,3
2015001340625,8,680,2
2015001340949,3,2300,2
2015001342589,5,1400,1
2015001342964,5,1000,1
2015001343015,5,1500,5
2015001343472,4,2000,1
2015001344102,6,3200,5
2015001344361,9,3200,9
2015001344924,3,3400,1
2015001345757,8,830,3
2015001346035,9,2500,2
2015001347311,3,1300,7
2015001348209,6,1200,1
2015001350695,5,2200,4
2015001351740,5,2000,3
2015001355800,9,280,1
2015001355853,5,970,8
2015001356571,9,330,17
2015001356663,9,240,6
2015001357223,2,2200,1
2015001360187,3,3300,2
2015001361131,9,3100,14
2015001362009,2,3300,7
2015001362128,5,1500,1
2015001362468,3,2700,1
2015001362531,6,1400,1
2015001365150,6,1700,3
2015001367027,8,1100,1
2015001368818,5,3200,1
2015001371189,6,900,4
2015001371341,9,490,5
2015001372079,6,1300,1
2015001377714,9,250,6
2015001378289,5,1500,1
2015001378931,4,2800,1
2015001379247,6,1300,2
2015001382104,2,340,2
2015001384579,2,780,3
2015001385725,5,2400,1
2015001385855,9,1600,5
2015001387116,6,900,1
2015001387914,4,3200,1
2015001389826,6,2500,1
2015001391816,4,1800,6
2015001392817,9,3700,18
2015001393215,5,2300,4
2015001394553,9,2000,5
2015001396392,5,1900,2
2015001397558,6,2900,1
2015001397992,6,970,5
2015001398150,5,980,1
2015001400348,4,450,1
2015001401082,2,2700,1
2015001402476,9,1800,1
2015001404951,5,2300,6
2015001406116,2,2000,1
2015001406204,5,890,7
2015001408776,5,2100,5
2015001408853,5,1800,5
2015001409005,9,430,6
2015001409877,4,1800,1
2015001411667,8,1500,1
2015001412051,2,950,1
2015001412226,5,2200,5
2015001414206,6,1200,1
2015001414256,8,660,1
2015001414567,5,3700,5
2015001416584,6,500,9
2015001418927,8,970,6
2015001420163,2,1800,3
2015001420186,9,2700,6
2015001423637,2,1100,8
2015001428260,3,3700,1
2015001428681,6,1400,1
2015001429177,8,450,1
2015001429681,8,1300,4
2015001430355,9,1400,13
2015001430427,2,2800,1
2015001430565,8,1600,1
2015001431224,4,2000,1
2015001431812,4,120,2
2015001432200,6,1400,1
2015001432762,9,890,8
2015001433914,2,3000,1
2015001435039,8,780,6
2015001435130,4,1800,8
2015001435212,9,380,1
2015001437109,6,250,7
2015001438394,5,1100,2
2015001439794,6,2000,1
2015001440025,6,1700,1
2015001440543,8,2100,6
2015001441263,2,3700,1
2015001441896,5,1100,1
2015001442319,9,500,1
2015001443159,4,2500,1
2015001443284,5,1300,5
2015001446393,5,1700,2
2015001446741,9,1300,10
2015001447777,9,350,1
2015001448259,5,1900,1
2015001449206,8,2100,1
2015001450116,5,1700,3
2015001454892,2,3400,1
2015001455454,8,3700,6
2015001456278,9,2200,4
2015001456784,5,1100,4
2015001456819,6,440,1
2015001458133,9,420,13
2015001458700,6,220,7
2015001460389,6,1500,1
2015001461352,8,2300,1
2015001461506,6,2000,4
2015001463030,9,1900,1
2015001463260,6,700,1
2015001463508,5,3000,5
2015001464133,8,3700,4
2015001465722,9,820,1
2015001467241,8,1400,1
2015001467663,3,1900,2
2015001468465,2,1500,16
2015001468663,2,1000,1
2015001469324,4,1200,1
2015001470545,6,1300,8
2015001472589,5,1400,4
2015001472699,5,850,5
2015001473000,6,1300,1
2015001474532,5,3700,1
2015001475313,9,2300,4
2015001477086,5,3100,1
2015001478302,6,1300,6
2015001479951,6,1800,5
2015001480836,8,690,3
2015001482887,8,2700,6
2015001483538,6,1400,1
2015001485398,5,1600,1
2015001489366,5,2000,4
2015001489734,3,3300,4
2015001490589,4,3700,1
2015001491578,6,1500,3
2015001491943,5,3700,4
2015001491964,5,420,5
2015001492072,5,530,4
2015001492545,2,1200,6
2015001492657,6,1700,3
2015001493922,5,2200,1
2015001494504,2,3700,1
2015001495652,8,3700,7
2015001496095,8,1400,1
2015001497820,8,1300,8
2015001498536,8,2400,4
2015001500264,5,1300,5
2015001501870,5,650,1
2015001501895,8,1700,1
2015001501904,2,1000,2
2015001504847,2,1900,1
2015001506638,4,1900,1
2015001506748,5,1500,1
2015001507095,5,2500,5
2015001507144,9,1700,1
2015001512480,5,1400,5
2016000002009,8,3400,1
2016000002345,2,1500,1
2016000003012,2,900,6
2016000003365,8,280,1
2016000003712,5,3800,6
2016000005247,9,2500,18
2016000005386,9,890,5
2016000006217,6,710,2
2016000006590,2,2300,4
2016000007292,4,420,1
2016000007946,3,1400,1
2016000008180,8,3100,8
2016000009701,6,2500,3
2016000010048,9,500,1
2016000010659,5,3000,5
2016000011366,8,2000,1
2016000011393,8,2500,3
2016000012993,3,1200,3
2016000013950,3,600,7
2016000014135,5,2000,6
2016000017741,9,1600,4
2016000017946,5,830,1
2016000019260,2,2000,1
2016000020269,6,800,1
2016000022373,9,1100,5
2016000022554,3,300,8
2016000022601,4,4,1
2016000022874,2,3200,3
2016000023336,4,1400,2
2016000023571,6,340,1
2016000025021,6,3400,5
2016000025213,5,3800,5
2016000025628,3,1000,6
2016000027285,5,2600,1
2016000028098,9,3300,16
2016000030238,5,2300,5
2016000030639,9,2900,4
2016000030914,6,2600,1
2016000032064,9,2500,4
2016000032150,9,1000,12
2016000032733,2,3800,5
2016000034049,9,230,2
2016000036865,4,3200,2
2016000038893,4,1900,1
2016000039078,5,2100,1
2016000044431,9,280,7
2016000045053,9,780,2
2016000045379,6,2000,5
2016000045767,5,1000,3
2016000046890,9,2100,3
2016000047516,6,600,4
2016000047867,5,3000,12
2016000047933,2,500,1
2016000048682,8,1600,1
2016000048853,9,3000,19
2016000050225,8,3200,7
2016000050477,8,1700,1
2016000050664,6,3300,5
2016000051963,8,1900,3
2016000052177,6,1800,3
2016000053183,6,1900,1
2016000053612,6,1400,3
2016000054396,6,3000,1
2016000055479,2,2500,1
2016000055999,8,2500,1
2016000058339,4,1900,5
2016000058645,6,2400,6
2016000059107,6,1900,1
2016000059282,9,840,1
2016000061096,6,3400,5
2016000061905,6,1500,1
2016000062753,6,2500,1
2016000062813,2,500,1
2016000063294,9,600,1
2016000063398,9,400,4
2016000064247,8,1000,5
2016000065058,5,1000,1
2016000065083,8,3000,1
2016000066430,6,1800,1
2016000067519,9,1100,11
2016000068126,4,2200,3
2016000069511,9,2500,14
2016000069577,5,2300,1
2016000072410,4,1000,3
2016000076290,8,730,1
2016000077044,6,1900,5
2016000077941,8,1400,1
2016000080923,5,3800,1
2016000082591,9,3100,18
2016000084420,4,3000,1
2016000085389,5,1300,1
2016000085925,9,1300,5
2016000086636,6,3500,4
2016000086692,9,170,1
2016000088076,8,1500,2
2016000088342,5,1200,1
2016000088811,6,1800,1
2016000088902,9,2900,6
2016000089063,9,2600,6
2016000089436,5,970,4
2016000089731,8,3100,1
2016000091021,5,700,1
2016000092462,9,2000,1
2016000093090,9,1200,4
2016000093131,9,1100,4
2016000093394,9,2100,2
2016000094936,4,1900,1
2016000096237,5,2400,4
2016000096580,2,1900,7
2016000096630,8,1800,6
2016000097257,2,1300,3
2016000097817,9,3800,14
2016000100512,3,2500,3
2016000101254,8,2400,1
2016000101584,9,3100,13
2016000103186,6,960,2
2016000105103,9,1500,7
2016000107056,5,2600,4
2016000107630,4,3200,3
2016000109483,6,1300,4
2016000109487,4,1300,4
2016000109611,8,600,4
2016000110929,6,640,1
2016000112654,9,1600,1
2016000114618,5,3000,1
2016000115221,4,1500,4
2016000115680,6,2500,1
2016000115838,9,250,4
2016000115972,9,580,1
2016000117326,5,1400,1
2016000117959,6,1800,4
2016000118782,9,2400,1
2016000119530,8,1700,1
2016000122383,2,1800,1
2016000123700,8,400,1
2016000125233,4,1200,5
2016000125958,6,820,1
2016000126438,2,2000,6
2016000127794,6,1100,5
2016000127917,6,3300,1
2016000127936,9,750,1
2016000128538,9,210,4
2016000129077,4,1500,1
2016000129264,9,1600,3
2016000132499,5,1000,5
2016000133435,6,1800,4
2016000133591,8,1500,4
2016000133905,6,760,1
2016000134427,8,1700,4
2016000135387,9,380,4
2016000135573,6,2400,1
2016000135829,9,3400,18
2016000137332,4,2700,3
2016000137738,2,1600,1
2016000138482,4,2500,3
2016000139893,2,3800,1
2016000140177,6,1900,5
2016000141341,9,3100,1
2016000144146,9,1800,2
2016000146038,4,1000,4
2016000147043,4,2200,1
2016000150536,5,1000,1
2016000154551,5,800,1
2016000155870,8,1500,1
2016000157196,4,2000,1
2016000157298,5,950,1
2016000157560,2,2900,2
2016000157843,9,1800,1
2016000158399,9,100,1
2016000159642,8,1100,5
2016000159970,9,250,1
2016000162002,4,1100,3
2016000162358,5,810,6
2016000163165,5,1300,4
2016000163708,9,260,6
2016000165092,5,1800,5
2016000165681,9,3800,8
2016000165740,5,1800,1
2016000168884,4,740,1
2016000169644,4,340,1
2016000170508,2,3800,1
2016000170581,6,3800,7
2016000171233,6,3200,1
2016000172972,9,2000,3
2016000173306,5,400,1
2016000173531,9,3500,18
2016000174162,3,3800,1
2016000175309,5,1900,4
2016000175822,5,1400,2
2016000175983,2,2500,2
2016000177013,4,2900,1
2016000177059,5,2900,4
2016000177668,8,1800,3
2016000178408,9,550,7
2016000178581,8,1400,3
2016000182172,3,2600,1
2016000182331,9,1700,2
2016000182530,9,3800,2
2016000183391,8,2500,1
2016000185194,8,1400,4
2016000187536,5,1800,5
2016000187830,3,2700,1
2016000189259,2,2100,2
2016000189906,6,840,3
2016000190919,4,1800,1
2016000191830,3,2500,1
2016000192965,6,1900,3
2016000194587,4,2800,5
2016000194726,8,250,7
2016000195245,4,440,1
2016000195760,8,2600,5
2016000196350,6,1200,1
2016000196397,9,1000,5
2016000198020,4,2600,1
2016000198401,9,310,9
2016000200177,8,1000,1
2016000201257,5,1300,1
2016000201929,4,1700,1
2016000204855,8,1300,1
2016000206505,9,1800,2
2016000207044,5,2600,5
2016000207997,3,350,1
2016000209185,6,2100,12
2016000209199,9,1900,1
2016000209327,2,900,4
2016000209670,9,460,2
2016000209839,8,2900,1
2016000212389,9,30,8
2016000214481,9,2600,4
2016000215217,6,570,1
2016000215677,6,2800,3
2016000215856,9,3800,1
2016000217397,6,1700,1
2016000217542,3,2600,6
2016000217992,2,1400,3
2016000219708,6,2300,12
2016000220351,6,1100,3
2016000220641,9,810,1
2016000221313,6,1700,1
2016000221467,9,1500,2
2016000222057,8,1400,1
2016000222139,5,500,7
2016000222145,3,900,4
2016000222602,8,1200,1
2016000222763,8,1600,1
2016000223403,4,570,1
2016000223759,9,260,1
2016000224144,2,2700,2
2016000226078,5,880,2
2016000226107,9,3800,1
2016000226414,9,220,6
2016000227389,2,1200,1
2016000227986,8,940,4
2016000231106,2,1800,6
2016000231572,2,700,2
2016000232539,9,800,8
2016000232931,4,2800,1
2016000233899,6,1200,4
2016000234455,4,2800,1
2016000234722,9,430,1
2016000235734,6,1700,5
2016000235913,8,2600,1
2016000236910,9,3800,18
2016000237898,9,1400,5
2016000238733,3,1600,5
2016000238932,9,2200,4
2016000239639,5,3400,4
2016000241847,6,2100,8
2016000242254,9,900,2
2016000244482,8,890,4
2016000245456,6,3500,1
2016000246375,9,3800,17
2016000247616,9,1900,7
2016000248393,5,2400,6
2016000250254,4,1800,1
2016000250593,8,3100,1
2016000250987,8,330,1
2016000251249,6,580,6
2016000251499,4,1700,2
2016000251754,5,3000,1
2016000252005,8,1300,1
2016000252458,9,1400,1
2016000253543,6,720,2
2016000254108,9,1400,5
2016000254602,5,2100,1
2016000256276,4,1800,2
2016000256607,5,3800,1
2016000256831,8,1000,1
2016000257836,2,3800,2
2016000258086,8,2300,1
2016000259581,2,850,1
2016000259750,6,2400,1
2016000259900,8,1100,1
2016000260547,5,2300,1
2016000260698,9,500,1
2016000261443,9,3800,16
2016000262460,9,380,6
2016000264707,5,1700,7
2016000264868,4,1500,1
2016000265637,3,2200,6
2016000265671,9,1400,1
2016000266130,8,1300,1
2016000266598,6,1300,3
2016000267042,5,2300,1
2016000267736,9,3200,3
2016000269264,5,2000,1
2016000271820,9,900,1
2016000273305,3,2500,7
2016000273772,5,3200,1
2016000274286,5,1400,7
2016000274771,4,2100,1
2016000275409,9,2100,2
2016000275432,2,670,8
2016000275662,9,2500,4
2016000275813,9,3800,4
2016000276279,9,2100,12
2016000276537,9,500,1
2016000276672,2,3800,6
2016000277318,6,1900,4
2016000277372,6,1700,5
2016000279571,4,3000,6
2016000279959,3,460,8
2016000282038,6,1900,1
2016000282949,8,3800,5
2016000283032,9,2400,7
2016000283861,6,600,1
2016000285702,3,2300,2
2016000285742,5,3500,4
2016000287818,5,910,5
2016000288486,8,1400,3
2016000288719,2,750,4
2016000289295,3,2900,2
2016000290238,6,1500,4
2016000291181,8,790,1
2016000291243,6,3200,1
2016000291495,5,2000,2
2016000291757,5,1600,2
2016000292453,6,2600,1
2016000293150,3,2500,7
2016000294164,6,2200,5
2016000295749,9,3200,6
2016000299415,4,3300,6
2016000301942,2,2900,1
2016000302692,4,2500,1
2016000304820,8,1600,1
2016000306549,5,1600,1
2016000307360,3,2800,1
2016000308809,9,1900,1
2016000309254,8,1000,3
2016000309402,6,2000,1
2016000310498,4,2500,2
2016000310626,9,3000,1
2016000312453,6,1500,1
2016000312461,2,1900,8
2016000313819,9,3500,4
2016000316530,2,1400,5
2016000316634,5,1400,2
